"Survey Year","Trip identifier","Set number","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Catch weight (kg)","Catch count (pieces)"
2008,"65866","117","166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791","1.76","1"
2008,"65866","117","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","1.11",
2008,"65866","117","166733","435","SEBASTES PAUCISPINIS","BOCACCIO","BOCACCIO","urn:lsid:marinespecies.org:taxname:274833","11.14","3"
2008,"65866","117","166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","10.66",
2008,"65866","117","166742","446","SEBASTES VARIEGATUS","HARLEQUIN ROCKFISH","SÉBASTE ARLEQUIN","urn:lsid:marinespecies.org:taxname:274863",".18","2"
2008,"65866","117","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869","11.86",
2008,"65866","117","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","16.27",
2008,"65866","117","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","6.49","1"
2008,"65866","117","167304","519","MALACOCOTTUS KINCAIDI","BLACKFIN SCULPIN","CHABOT À NAGEOIRES NOIRES","urn:lsid:marinespecies.org:taxname:279442",,"10"
2008,"65866","117","167450","556","BATHYAGONUS PENTACANTHUS","BIGEYE POACHER","ASTÉROTHÈQUE À CINQ ÉPINES","urn:lsid:marinespecies.org:taxname:254506",,"2"
2008,"65866","117","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","17.77",
2008,"65866","117","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","5.33",
2008,"65866","117","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",,"2"
2008,"65866","117","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","1.05","3"
2008,"65866","117","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393",".59","1"
2008,"65866","117","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","1.45","1"
2008,"65866","117","96970","SDB","PANDALUS JORDANI","PINK SHRIMP (SMOOTH)","CREVETTE OCÉANIQUE","urn:lsid:marinespecies.org:taxname:515469",,
2008,"65866","117","96979","SDF","PANDALUS PLATYCEROS","PRAWN","CREVETTE TACHETÉE","urn:lsid:marinespecies.org:taxname:423632",,"6"
2008,"65866","117","159647","ZLB","CYCLOSALPA AFFINIS","SALP",,"urn:lsid:marinespecies.org:taxname:137257",,
2008,"65866","118","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","7.68","1"
2008,"65866","118","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","3.82",
2008,"65866","118","161976","112","ONCORHYNCHUS KETA","CHUM SALMON","SAUMON KÉTA","urn:lsid:marinespecies.org:taxname:127183","4.67","1"
2008,"65866","118","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","9.17",
2008,"65866","118","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","6.93",
2008,"65866","118","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775",".78","1"
2008,"65866","118","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","38.46",
2008,"65866","118","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787",,"1"
2008,"65866","118","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","6.15",
2008,"65866","118","166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791","1.62","1"
2008,"65866","118","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799",".34","2"
2008,"65866","118","166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","10.92",
2008,"65866","118","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869",,"1"
2008,"65866","118","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740",".51","3"
2008,"65866","118","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","4.25",
2008,"65866","118","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","4.29","1"
2008,"65866","118","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","81.25",
2008,"65866","118","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","105.13",
2008,"65866","118","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452","1.03",
2008,"65866","118","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294",".70","2"
2008,"65866","118","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","10.32",
2008,"65866","118","157967","6AF","ALLOCENTROTUS FRAGILIS","FRAGILE URCHIN",,"urn:lsid:marinespecies.org:taxname:513096","2.60",
2008,"65866","119","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","5.30",
2008,"65866","119","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","10.67",
2008,"65866","119","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",,
2008,"65866","119","52413","3U2","BALTICINA SEPTENTRIONALIS","SEA WHIP",,"urn:lsid:marinespecies.org:taxname:754314",".14","1"
2008,"65866","119","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","34.57",
2008,"65866","119","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","4.79",
2008,"65866","119","166718","415","SEBASTES EMPHAEUS","PUGET SOUND ROCKFISH","SÉBASTE PARADEUR","urn:lsid:marinespecies.org:taxname:274789",".26",
2008,"65866","119","166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","2.24",
2008,"65866","119","166737","440","SEBASTES REEDI","YELLOWMOUTH ROCKFISH","SÉBASTE À BOUCHE JAUNE","urn:lsid:marinespecies.org:taxname:274840","2.74",
2008,"65866","119","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","8.42","2"
2008,"65866","119","166743","448","SEBASTES WILSONI","PYGMY ROCKFISH","SÉBASTE PYGMÉE","urn:lsid:marinespecies.org:taxname:274868","34.90",
2008,"65866","119","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869",".14","5"
2008,"65866","119","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","19.91","4"
2008,"65866","119","157011","4JD","MEDIASTER AEQUALIS","VERMILLION STARFISH",,"urn:lsid:marinespecies.org:taxname:242160",,
2008,"65866","119","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792",".46","2"
2008,"65866","119","172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","35.55",
2008,"65866","119","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","5.73",
2008,"65866","119","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",,"1"
2008,"65866","119","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393",".43","1"
2008,"65866","119","159647","ZLB","CYCLOSALPA AFFINIS","SALP",,"urn:lsid:marinespecies.org:taxname:137257",,
2008,"65866","120","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","16.55","1"
2008,"65866","120","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","5.32",
2008,"65866","120","161976","112","ONCORHYNCHUS KETA","CHUM SALMON","SAUMON KÉTA","urn:lsid:marinespecies.org:taxname:127183","5.96","1"
2008,"65866","120","162305","173","SAGAMICHTHYS ABEI","SHINING TUBESHOULDER","CIRCÉ LUISANT","urn:lsid:marinespecies.org:taxname:234630",,"1"
2008,"65866","120","934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","11.75",
2008,"65866","120","550588","233","LYCODES CORTEZIANUS","BIGFIN EELPOUT","LYCODE À GRANDES NAGEOIRES","urn:lsid:marinespecies.org:taxname:274097",".31","2"
2008,"65866","120","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","10.56",
2008,"65866","120","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","58.12",
2008,"65866","120","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","147.43",
2008,"65866","120","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787","5.75",
2008,"65866","120","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787",,
2008,"65866","120","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","2.58",
2008,"65866","120","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","6.31","3"
2008,"65866","120","166737","440","SEBASTES REEDI","YELLOWMOUTH ROCKFISH","SÉBASTE À BOUCHE JAUNE","urn:lsid:marinespecies.org:taxname:274840","1.53","1"
2008,"65866","120","166742","446","SEBASTES VARIEGATUS","HARLEQUIN ROCKFISH","SÉBASTE ARLEQUIN","urn:lsid:marinespecies.org:taxname:274863",".42","3"
2008,"65866","120","166743","448","SEBASTES WILSONI","PYGMY ROCKFISH","SÉBASTE PYGMÉE","urn:lsid:marinespecies.org:taxname:274868","1.90",
2008,"65866","120","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869","2.03",
2008,"65866","120","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","18.62",
2008,"65866","120","643735","526","MALACOCOTTUS ALEUTICUS","WHITETAIL SCULPIN",,"urn:lsid:marinespecies.org:taxname:279440",,
2008,"65866","120","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","23.52",
2008,"65866","120","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","2.79",
2008,"65866","120","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","13.16","2"
2008,"65866","120","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".85",
2008,"65866","120","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294",".38","1"
2008,"65866","120","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393",".72","1"
2008,"65866","120","157967","6AF","ALLOCENTROTUS FRAGILIS","FRAGILE URCHIN",,"urn:lsid:marinespecies.org:taxname:513096",,
2008,"65866","120","82338","91G","ROSSIA PACIFICA","PACIFIC BOBTAIL SQUID",,"urn:lsid:marinespecies.org:taxname:346432",,
2008,"65866","120","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286",".63","2"
2008,"65866","120","96967","SCD","PANDALUS BOREALIS","PINK SHRIMP","CREVETTE NORDIQUE","urn:lsid:marinespecies.org:taxname:107649",,
2008,"65866","120","97966","VSA","MUNIDA QUADRISPINA","SQUAT LOBSTER","GALATHÉE À QUATRE ÉPINES","urn:lsid:marinespecies.org:taxname:392422",,
2008,"65866","120","159647","ZLB","CYCLOSALPA AFFINIS","SALP",,"urn:lsid:marinespecies.org:taxname:137257",,
2008,"65866","121","159988","038","APRISTURUS BRUNNEUS","BROWN CAT SHARK","HOLBICHE BRUNE","urn:lsid:marinespecies.org:taxname:158512","1.03","1"
2008,"65866","121","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","5.53","1"
2008,"65866","121","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","115.87",
2008,"65866","121","165261","243","LYCODES DIAPTERUS","BLACK EELPOUT","LYCODE NOIRE","urn:lsid:marinespecies.org:taxname:254597",".12","2"
2008,"65866","121","73018","28I","FUSITRITON OREGONENSIS","OREGONTRITON",,"urn:lsid:marinespecies.org:taxname:476496",,
2008,"65866","121","659131","2I0","HEXACTINELLIDA","GLASS SPONGES",,"urn:lsid:marinespecies.org:taxname:22612",,
2008,"65866","121","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","274.07",
2008,"65866","121","51483","3G0","SCYPHOZOA","JELLYFISH","MÉDUSES","urn:lsid:marinespecies.org:taxname:135220",,
2008,"65866","121","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2008,"65866","121","166709","400","SEBASTES AURORA","AURORA ROCKFISH","SÉBASTE AURORE","urn:lsid:marinespecies.org:taxname:274774","12.20",
2008,"65866","121","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","34.94",
2008,"65866","121","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","54.32",
2008,"65866","121","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","47.90",
2008,"65866","121","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","75.20",
2008,"65866","121","157152","4QI","HENRICIA","HENRICIA",,"urn:lsid:marinespecies.org:taxname:123276",,
2008,"65866","121","167467","566","XENERETMUS LATIFRONS","BLACKTIP POACHER","AGONE À DORSALE NOIRE","urn:lsid:marinespecies.org:taxname:283171",,
2008,"65866","121","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","281.87",
2008,"65866","121","172866","605","EMBASSICHTHYS BATHYBIUS","DEEPSEA SOLE","PLIE DE PROFONDEUR","urn:lsid:marinespecies.org:taxname:280641","2.28","2"
2008,"65866","121","643967","608","ELASSODISCUS CAUDATUS","HUMPBACK SNAILFISH",,"urn:lsid:marinespecies.org:taxname:280629",,
2008,"65866","121","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","3.84",
2008,"65866","121","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","43.86",
2008,"65866","121","158366","6PB","PSEUDOSTICHOPUS MOLLIS","SOFT SEA CUCUMBER","HOLOTHURIE SOUPLE","urn:lsid:marinespecies.org:taxname:152565",,
2008,"65866","121","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","1.66","1"
2008,"65866","121","82595","98D","OCTOPUS","OCTOPUS",,"urn:lsid:marinespecies.org:taxname:138268",".54","1"
2008,"65866","122","159988","038","APRISTURUS BRUNNEUS","BROWN CAT SHARK","HOLBICHE BRUNE","urn:lsid:marinespecies.org:taxname:158512",".92","1"
2008,"65866","122","162279","171","CHAULIODUS MACOUNI","PACIFIC VIPERFISH","CHAULIODE FÉROCE","urn:lsid:marinespecies.org:taxname:275055",,
2008,"65866","122","162665","199","STENOBRACHIUS NANNOCHIR","GARNET LANTERNFISH","LANTERNE GRENAT","urn:lsid:marinespecies.org:taxname:254364",,
2008,"65866","122","164673","220","ANTIMORA MICROLEPIS","PACIFIC FLATNOSE","ANTIMORE À PETITES ÉCAILLES","urn:lsid:marinespecies.org:taxname:272460","2.77","9"
2008,"65866","122","165219","235","BOTHROCARA BRUNNEUM","TWOLINE EELPOUT","LYCODE À DEUX LIGNES","urn:lsid:marinespecies.org:taxname:279397",".15","1"
2008,"65866","122","165335","250","CORYPHAENOIDES CINEREUS","POPEYE","GRENADIER CENDRÉ","urn:lsid:marinespecies.org:taxname:272326","39.41",
2008,"65866","122","165334","251","CORYPHAENOIDES ACROLEPIS","PACIFIC GRENADIER","GRENADIER À ÉCAILLES RUDES","urn:lsid:marinespecies.org:taxname:272313","10.17",
2008,"65866","122","165427","256","ALBATROSSIA PECTORALIS","GIANT GRENADIER","GRENADIER PECTORAL","urn:lsid:marinespecies.org:taxname:236135","9.18",
2008,"65866","122","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2008,"65866","122","52305","3T0","PRIMNOA","PRIMNOA",,"urn:lsid:marinespecies.org:taxname:125321",,
2008,"65866","122","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","4.78","1"
2008,"65866","122","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","12.21","1"
2008,"65866","122","166784","453","SEBASTOLOBUS ALTIVELIS","LONGSPINE THORNYHEAD","SÉBASTOLOBE À LONGUES ÉPINES","urn:lsid:marinespecies.org:taxname:282741","33.55",
2008,"65866","122","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","53.84",
2008,"65866","122","156958","4IK","NEARCHASTER","NEARCHASTER",,"urn:lsid:marinespecies.org:taxname:370821",,
2008,"65866","122","156992","4JG","CERAMASTER PATAGONICUS","COOKIE STAR",,"urn:lsid:marinespecies.org:taxname:213335",,
2008,"65866","122","157152","4QI","HENRICIA","HENRICIA",,"urn:lsid:marinespecies.org:taxname:123276",,
2008,"65866","122","157299","4XG","RATHBUNASTER CALIFORNICUS","RATHBUNASTER CALIFORNICUS",,"urn:lsid:marinespecies.org:taxname:254844",,
2008,"65866","122","167291","507","ICELINUS BOREALIS","NORTHERN SCULPIN","ICÉLINE BORÉALE","urn:lsid:marinespecies.org:taxname:281133",,"2"
2008,"65866","122","167467","566","XENERETMUS LATIFRONS","BLACKTIP POACHER","AGONE À DORSALE NOIRE","urn:lsid:marinespecies.org:taxname:283171",,
2008,"65866","122","157387","5GD","AMPHIOPHIURA PONDEROSA","AMPHIOPHIURA PONDEROSA",,"urn:lsid:marinespecies.org:taxname:245742",,
2008,"65866","122","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","1.43","1"
2008,"65866","122","172866","605","EMBASSICHTHYS BATHYBIUS","DEEPSEA SOLE","PLIE DE PROFONDEUR","urn:lsid:marinespecies.org:taxname:280641",".07","1"
2008,"65866","122","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","5.14",
2008,"65866","122","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","2.21","4"
2008,"65866","122","96991","SEA","PANDALOPSIS","PANDALOPSIS",,"urn:lsid:marinespecies.org:taxname:246374",,
2008,"65866","122","97942","VMD","LITHODES COUESI","SCARLET KING CRAB","CRABE ROYAL ROUGE","urn:lsid:marinespecies.org:taxname:550625",,
2008,"65866","122","98431","ZAG","CHIONOECETES TANNERI","GROOVED TANNER CRAB","CRABE RAINURÉ","urn:lsid:marinespecies.org:taxname:442165",".80","1"
2008,"65866","122","159647","ZLB","CYCLOSALPA AFFINIS","SALP",,"urn:lsid:marinespecies.org:taxname:137257",,
2008,"65866","123","159988","038","APRISTURUS BRUNNEUS","BROWN CAT SHARK","HOLBICHE BRUNE","urn:lsid:marinespecies.org:taxname:158512",".55","2"
2008,"65866","123","164673","220","ANTIMORA MICROLEPIS","PACIFIC FLATNOSE","ANTIMORE À PETITES ÉCAILLES","urn:lsid:marinespecies.org:taxname:272460","1.10","5"
2008,"65866","123","165219","235","BOTHROCARA BRUNNEUM","TWOLINE EELPOUT","LYCODE À DEUX LIGNES","urn:lsid:marinespecies.org:taxname:279397","2.36","5"
2008,"65866","123","165335","250","CORYPHAENOIDES CINEREUS","POPEYE","GRENADIER CENDRÉ","urn:lsid:marinespecies.org:taxname:272326","10.49",
2008,"65866","123","165334","251","CORYPHAENOIDES ACROLEPIS","PACIFIC GRENADIER","GRENADIER À ÉCAILLES RUDES","urn:lsid:marinespecies.org:taxname:272313","6.42",
2008,"65866","123","165427","256","ALBATROSSIA PECTORALIS","GIANT GRENADIER","GRENADIER PECTORAL","urn:lsid:marinespecies.org:taxname:236135","11.30",
2008,"65866","123","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2008,"65866","123","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","55.59",
2008,"65866","123","166784","453","SEBASTOLOBUS ALTIVELIS","LONGSPINE THORNYHEAD","SÉBASTOLOBE À LONGUES ÉPINES","urn:lsid:marinespecies.org:taxname:282741","29.30",
2008,"65866","123","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","57.04",
2008,"65866","123","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080",".79",
2008,"65866","123","157209","4YY","ZOROASTER EVERMANI","ZOROASTER EVERMANI",,"urn:lsid:marinespecies.org:taxname:369063",,
2008,"65866","123","167467","566","XENERETMUS LATIFRONS","BLACKTIP POACHER","AGONE À DORSALE NOIRE","urn:lsid:marinespecies.org:taxname:283171",,
2008,"65866","123","167504","574","CAREPROCTUS MELANURUS","BLACKTAIL SNAILFISH","LIMACE À QUEUE NOIRE","urn:lsid:marinespecies.org:taxname:254549",,"1"
2008,"65866","123","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","1.49","2"
2008,"65866","123","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286",".62","2"
2008,"65866","123","98431","ZAG","CHIONOECETES TANNERI","GROOVED TANNER CRAB","CRABE RAINURÉ","urn:lsid:marinespecies.org:taxname:442165","5.80",
2008,"65866","124","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","1.95","2"
2008,"65866","124","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","608.87",
2008,"65866","124","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","170.86",
2008,"65866","124","166705","402","SEBASTES","ROCKFISHES","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","57.42",
2008,"65866","124","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","20.70","2"
2008,"65866","124","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","8.45",
